관광지,전체내용
전라남도 해양수산과학관,작은 수족관도있어요 : 작은 수족관도 잇어서 가보기 괜찮았어용!! 입장료도 있엇는데 생각보다 굉장히 저렴했어용.ㅎ
진남관,현재 보수 공사 중 : 진남관은 복원 공사 중이어서 내부를 들여다볼 수는 없었어요. 대신 주변에 이순신 광장과 맛집 등을 둘러볼 수 있어 여행 중 들르기에 좋은 장소입니다.
진남관,"역사나  문화재 좋아하시는 분이라면 : 꼭 들려야 할 곳 입니다. 이 순신 장군과의 연관성도 그렇고 그 지리적 위치를 가늠하ㅐ보는 것도 그렇고, 건축물의 특성ㅇ르 살펴보기 위해서도 꼭 가보시길 추천합니다. 느낌은 각자의 가슴속에 추억으로 남을거예요."
진남관,"아쉽습니다.. : 국보 제 305  호인 진남관이 발굴조사중입니다..진남관의 모습이 가건물로 덮혀있고, 석인(石人)도 볼수 없습니다. 그나마 볼 수 있는 것은 지방문화재로 지정된 비석군 뿐입니다. 되도록 2020년 까지는 방문하지 않았으면 좋겠습니다."
진남관,공사중입니다 : 공사중입니다. 진남관 전체를 건물로 덮고 전체 해체 후 다시 조립한다고 해요.좋아하는 곳이었는데 볼 수 없어 아쉬웠어요. 옆의 박물관은 아직 운영중입니다
진남관,행사할때 가야하는데.. : 문화행사 할때 볼거리 정말 많아요이 근처 식당에서 밥 먹고 진남관가서 좀 걷다가 오면 소화될 정도...걷기 좋구 뭐 딱히 볼거리가 많은건 아닌데여수하면 생각나는 곳이긴 해요
진남관,수리중 : 여수오면 반드시 들러야할곳.그런데 수리기간이 제법 오래걸려서 2020년까지는 관람할 수 없다.우리나라에서 가장 큰 이라는 타이틀을 가진 건물인데...
진남관,"지금은 수리중 : 이순신 장군이 삼도수군통제사로 있을 때 지휘본부로 쓰던 곳이고, 우리나라에서 단일 목조건물로는 가장 오래된 곳이라고 되어 있어 가 봤더니, 지금은 공사중이네요. 내년이나 되야 재개장한다고 하는데, 아쉬운 발걸음을 사진으로만 보고 돌아왔다는..."
진남관,지금은 수리중 : 여수시내 한가운데 위치하여 찾기는 쉬움.지금은 수리중이라 볼수 있는 시간이 정해져 있기에 관람시간을 미리 알아보고 가야함
진남관,공사중이라 전시관만 봤어요 : 저는 관람도 불가능한 공사기간에 마침 가서 ...지금은 일부 통로를 개방한걸로 알고 있어요공사중이여도 어차피 이순신공원 근처니까 한번 가보면 좋을 것 같아요
진남관,접근성 좋아요 : 보수공사할 때 다녀왔는데 아쉬웠어요근데 그래도 멋지더라구요산책하기도좋고 찻길에있어서 주차하고 슥 둘러보기좋아요
거북선모형관,"아이들과 방문시에는 추천할만 함 : 어른들끼리 간다면 추천하지 않지만 아이들과 방문한다면 추천하고 싶음. 거북선 3척과 판옥선 1천 총 4척인 포구에 정박해 있으며, 입장료는 저렴한 편이지만 케이블카 입장권을 가지고 있으면 할인이 되므로 동선고려시 케이블카 탑승 후 거북선 관람을 추천함.  세척의 거북선은 거의 비슷하지만 내부에 전시된 전시물이 조금씩 차이가 있으며, 거북선 지하실까지 관람할 수 있게 되어 실제 당시 생활모습을 재현한 부분이 아이들에게 좋은 공부가 될것 같음."
거북선모형관,야경이 멋진 곳 : 카페에 앉아 야경을 감상하기 좋은 곳입니다~ 낮에도 유명한 관광명소지만 밤이 더 분위기있었던 것 같아요~ 음악들으며 책보는 휴가 제대로 즐겼네요ㅎ
거북선모형관,입장료 있어요! : 강구안에 가면 포구에 3척의 거북선과 한척의 판옥선.표 구입하고 방문이 가능합니다.2000원 이었나?..안에 구조를 보기에 좋고 수군 옷과 장군 옷이 있어서 입고 사진찍어볼 수도 있어요.마네킹으로 묘사한 것이 왠지모르게 섬뜩한 느낌이 드는건 왜일까요 ㅎㅎ
거북선모형관,몇년만에… : 예전…거의 10년전쯤 백일된 아기 업고들어가보고이번엔 애 다 키워서 걸어서 들어간!세월만큼 많이 변한…입장료가 생겼더라구요.그거 말고는 거의 같았구요.시장쪽 구경하고 한번쯤 가볼만했어요!
거북선모형관,"두번째이긴한데... : 입장료가싸서 부담은없지만 어른2000원,초등 700원 내부구조를 볼수있는배가 거의없어서내려갈수있는데 불이꺼져있다던지내려가더라도 테이블로 만들어져있어 조금 아쉬웠어요2개의 배가 있었는데 4개를 볼수있고 그나마 마지막배는 올라갈수도 내려갈수도있어 좋았어요"
거북선모형관,통영항 : 항구? 암튼 거북선있는 곳입니다.내부에까지 볼수있게되있어 아이들이랑 오면 좋은곳입니다.다보신후 건너편 시장에서 충무김밥이나회드시는거 추천드립니다
거북선모형관,야경이 더 좋아요 : 거북선을 기준으로 ㄷ자 형태로 해안가에 꿀빵집과 식당들이 몰려 있는데 거북선이 있는 중앙광장쪽으로 산책해도 좋고 식당들쪽으로 걸어봐도 색다르고 재밌습니다. 굳이 앞까지 오지 않아도 동피랑에서도 멀리 거북선이 보였었구요. 만약 입장하실거면 케이블카랑 묶어서 할인받으세요
거북선모형관,"아이들이 좋아한 곳 : 초등 3, 5학년 남녀 어린이와 함께 방문했어요.저희 방문했을 때는 사람이 많지 않아서, 서로 관련된 이야기도 하고 장군 놀이도 했어요. 관련 비디오 보면서 뭉클해지기도 했어요. 적당한 상상과 함께 즐긴다면 만족하실 것 같아요."
거북선모형관,아이들이 좋아해요 : 입장료도 저렴하지만.. 내용이 썩 알찬것 같지도 않아요. 뭔가 좀 운영이 잘 안되고 있다고 할까... 그래도 아이들 수준에선 좋아합니다.
거북선모형관,형편없음 : 입장료가 있는데 내부는 형편없음그냥 밖에서 보고 사진만 찍고 가도 충분이렇게 퀄리티 구린 곳은 처음
오동도,일일가이드여행 : 운전해도     바다가        보인다네비만  여행 지도만 봐도 재밌었습니다비즈니스    호텔이  아주  많고   제주도  보다날씨가  좋고    바다   색깔   포카리웨스트   처럼예  쁘    다      ㅋㅋ
오동도,오동도 좋아요 : 여수오면 꼭 오동도 꼭 봐야합니다 산책하면서 바다와 해안 구경하면 너무 좋아요 또 캐이블카 타고 오동도 와도 좋구요 앞으로도 종종 이용해야겠네요~^^
오동도,꼭 가보세요 : 저녁 늦게 가서 자세히 못본것이  아쉬워요다음에 또 가보고  싶은  오동도깨끗하고  바다전망좋고 화장실도  잘되어  있어서  좋았어요
오동도,동백열차 운행 안해요 : 전남 사회적거리두기 2단계 격상으로 동백열차가 운행을 중단했답니다 가실분들은 참고하시구요 여전히 오동도 출입은 가능해요!!
오동도,"옹동도에 동백꽇이 활짝 : 걸어서 갈 수 있는 거리이고, 섬도 그리 크지 않아 남녀노소 누구나 부담없이 산책하듯 돌아볼 수 있는 곳입니다. 3월에 방문했는데도 동백콫이 활짝 피었네요. 산 중간 등대 옆에 카페도 생기고 포토존도 있어 좋습니다"
오동도,여수 씨티투어 : 여수역에서 출발하는 씨티 투어 버스를 이용해서 여수의 주요 관광지를 둘러보았어요. 1월말이라 동백꽃이 피어나기 시작해서 좋았습니다.
오동도,오동도 : 겨울이지만 그다지 차지 않고 조용해서 아이있는 가족도 방문하기가 좋아요.서을에서 내려오기는 먼길이지만 가치가 있어요.
오동도,커플 자전거!! : 즐거운 추억이였어요~ 음악분수가 매력이 엄청 나더라구요~ 다음에 오면 등대는 가볼게요~~인생 사진 남겼던 좋은 추억 이였어요~
오동도,가볼만하다 : 낮에가면 더워 죽는다. 밤에 가면 야경이 장난 아니다. 사진 많이 찍을 수 있다. 일부러 만들어놓은 티가 많이난다. 친구들 끼리 가면 좋은 곳
오동도,"산책하기 좋은 예쁜 길, 오동도 : 여수에서 걷기 좋은 예쁜 길을 찾으신다면 추천하는 여수의 명소예요.차를 가지고 들어갈 수 없다는 점이 불편하게 느껴질 수 있지만 전 오히려 그게 좋더라고요!자전거를 타는 것도 추천!오동도 안에서도 예쁜 사진을, 오동도 가는 길의 해안따라 나있는 예쁜 벽화에서도 사진 찍으시는걸 추천드려요!!"
낙안읍성,겨울은 방문하기 안좋은 시기 : 비가 치적치적 오기도 했지만 겨울은 마을 내 웬만한 상점도 모두 닫고 이벤트도 없어서 별로였음. 실제로 산다는 마을 주민들도 펜션이나 민박을 운영하고 있었는데 겨울 방문자들이 없어서인지 다니면서 주민들을 거의 보지 못했음.
낙안읍성,"역시 여름엔... : 사람이 사는 곳이라 사계절이 그 나름대로의 특색이 있는데, 여름에 가 보기에는 덥습니다. 많이 걸어야해서 사람들도 한산하네요. 좀 시원할 때 오는게 좋을 듯.."
낙안읍성,"커플여행인데 매우 좋은 기억을 남기고 갑니다. : 여자친구가 고른 여행코스인데요. 여행 자체로는 순천은 참 좋은 도시인 것 같네요. 특히 낙안읍성은 옛 마을터를 잘 구현해놓고 즐길 컨텐츠(정통 혼례, 전통시장터, 성곽)이 많아서 좋았습니다."
낙안읍성,겨울은 조금 비추 : 한 겨울 추운 날 평일에 갔는데 사람도 많이 없고 많이 한산하네요^^. 마을 전체에 생동감이 약하네요. 따쓰한 봄이나 가을이 걸어서 구경하기 좋을듯 합니다^^
낙안읍성,아이들과 방문했습니다. : 찾아가는 길이 좀 쉽지 않고는 좋았습니다. 아이들과 이곳 저곳을 건너면서 나들이 하기 좋았습니다. 성곽을 따라 걷는것도 참 좋았습니다. 다만 어린 아이들과 동반한다면 위험할 수 있으므로 부모님의 각별한 주의가 필요합니다.
낙안읍성,"그냥. 그럭저럭 : 오히려 낙안읍성 가는 길이 드라이브 코스로 봄 여름에 더 좋을듯, 실제 낙안읍성은 장사꾼과 민박집그리고 막걸리 장사가  절반인듯 공재서당에 대금 가야금 연주하시는 분은 립싱크ㅎㅎ내가 간 날에는 그나마 그  연주가 유인한 퍼포먼스라는건 함정"
낙안읍성,겨울보다는 봄과 가을에.. : 세번째 방문인데 겨울 평일이라 사람도 없고 인기척도 없네요. 주변도 황량하기만 합니다. 아이들 데려와도 한 두시간 체류하기는 좋습니다. 해설사가 있으니 해설을 듣는 것이 제일 좋을 듯... 여기는 개인적으로 봄 가을이 제일 좋을 듯 합니다
낙안읍성,민속촌 나들이 : 생각보다 넓지만 의외로 볼 것과 즐길 것이 많지는 않다.웃긴건 버스타고 가게 될 경우 산길이 어마무시하게 무서운 롤러코스터 느낌
낙안읍성,여수순천쪽 여행길이라면 들러보세요. : 가볍게 산책하기 좋은 코스입니다. 입장해서 조금 걷다 만나는 주점에서 막걸리와 파전을 먹고 성곽에 올라 한바퀴 도니까 딱 좋네요. 늦은 오후 햇살이 초가지붕과 어우러져 좋았습니다.
낙안읍성,주민이 직접 거주하는 유일한민속촌 : 대한민국에서 주민이 직접 거주하는 유일한 민속촌입니다. 정돈잘되있고 축제도 자주열고요. 가족과함께 나들이하기좋은곳입니다.
선암사,생각보다 멀다 : 차있으면 갈수있지만 버스타고 가긴 솔직히 멀다입구에서부터 선암사까지 걸어가는 길도 멀다하지만 가는길이 숲길이라 소담하게 나를 안아주는 기분이다.꽃이 바닥에 떨어져 바닥이 분홍빛인곳들도  있다조용하고 고즈녁하니 마음의 안정을 주는곳이다템플스테이도 진행하는것 같다.다음에는 템플스테이를 하면서 더 길게 있으면서 선암사를 느끼고싶다
선암사,옛모습 그대로 간직한 사찰 : 선암사는 주차장에서 사찰까지 꽤 긴거리를 걸어 올라가야 하지만 풍경이 좋고 조용하여 나름 운치가 있는 사찰이다. 순천사람들에게 물어보면 송광사보다 선암사를 더 추천해주는 이유를 나름 해석해보니 웅장하지 않지만 옛모습을 간직하고 있고 사찰로 가는 길 자체가 좋은 것같다. 선암사와 송광사를 굳이 비교한다면 선암사에 한표를 던지고 싶다
선암사,"선암사 : 조계산에 위치한 선암사선암사까지 올라가는 약 1km 정도 높지 않은 산길이 좋음선암사 바로 입구쪽에 위치한 승선교가 유명함.선암사에서 조금 더 올라가면 편백나무 숲이 있으며선암사 올라가는 길 옆에는 차문화 박물관이 있어 다례체험, 다식체험이 가능함.(숙박도 가능하다고 안내되어 있음)"
